직업,연소득,신용점수,DTI,근속연도,담보가치,승인여부
기타,7017,735,28,5,22200,승인
중소기업,7627,772,30,7,31900,승인
중소기업,3504,997,46,29,15000,거부
중소기업,7773,786,31,3,35000,승인
대기업,7337,938,32,3,38200,승인
전문직,11066,667,31,4,45500,승인
중소기업,8625,767,50,1,36400,승인
전문직,10592,998,37,4,67400,승인
중소기업,4061,855,32,11,23800,승인
기타,5486,952,22,2,19400,거부
기타,2471,997,49,3,20600,거부
대기업,7131,974,46,8,39400,승인
중소기업,4793,847,15,9,16000,거부
기타,3467,643,83,3,15000,거부
대기업,13134,916,44,3,34100,승인
중소기업,5638,992,14,7,15800,거부
기타,5965,642,23,2,19400,거부
대기업,7955,796,27,5,32900,승인
대기업,9171,933,34,1,21400,승인
대기업,12436,532,87,6,36500,거부
중소기업,4084,921,47,10,33500,승인
중소기업,8011,868,33,6,59000,승인
대기업,6165,645,38,27,16300,거부
중소기업,9744,711,25,13,33800,승인
중소기업,5074,649,25,7,19000,거부
대기업,9082,933,25,5,33400,승인
대기업,10760,776,58,3,34800,승인
중소기업,3545,976,34,3,15000,거부
대기업,9389,109,44,12,27400,거부
기타,4039,933,21,12,19800,거부
대기업,12173,950,58,2,36100,승인
중소기업,5265,942,36,2,22100,승인
중소기업,5865,962,37,7,15300,거부
중소기업,6493,967,27,21,18700,거부
중소기업,4848,725,11,1,16400,거부
중소기업,7079,196,39,8,22600,거부
중소기업,4257,938,26,5,15700,거부
중소기업,5895,888,34,2,16900,거부
기타,2018,930,35,12,15000,거부
중소기업,5763,735,38,8,27300,승인
대기업,5594,725,18,4,16000,거부
대기업,9244,898,41,10,26000,승인
전문직,6206,856,38,1,16700,거부
기타,5699,901,49,4,17100,거부
대기업,9502,720,45,5,23100,승인
중소기업,4658,911,0,2,26700,승인
대기업,6318,977,30,3,18700,거부
중소기업,6399,686,10,4,19000,거부
대기업,5187,929,30,2,24800,승인
전문직,19803,935,6,2,66300,승인
기타,5052,655,46,5,23300,승인
중소기업,4949,977,77,2,19700,거부
대기업,8088,977,33,6,21800,승인
중소기업,4755,298,39,1,19000,거부
대기업,6533,966,41,9,29200,승인
대기업,7195,901,48,23,27300,승인
중소기업,6997,921,61,3,18500,거부
대기업,5737,956,55,5,17400,거부
중소기업,3557,934,38,2,19700,거부
기타,3937,904,58,5,15000,거부
중소기업,10069,931,6,11,31000,승인
기타,4198,902,2,2,17500,거부
기타,6603,802,15,4,19200,거부
중소기업,10342,767,58,7,30300,승인
중소기업,3554,977,38,9,15000,거부
중소기업,3110,986,43,4,19400,거부
기타,2610,678,48,1,15000,거부
중소기업,9923,746,21,2,29400,승인
대기업,9060,953,29,13,24200,승인
기타,3026,982,18,8,15000,거부
중소기업,4835,961,7,1,16800,거부
대기업,13729,613,39,11,56200,승인
중소기업,3287,729,32,1,15000,거부
중소기업,5230,939,54,11,17700,거부
대기업,9381,965,15,1,22200,승인
전문직,9004,713,17,1,41500,승인
중소기업,4153,785,26,1,15600,거부
기타,2343,921,52,12,16900,거부
중소기업,4262,636,47,4,18900,거부
기타,3125,832,44,5,15000,거부
기타,5912,773,31,3,34300,승인
중소기업,8724,744,43,12,38200,승인
전문직,19875,763,54,9,51500,승인
대기업,9765,693,20,3,21900,승인
중소기업,10676,909,42,8,34500,승인
중소기업,5967,979,49,1,16200,거부
대기업,10690,205,16,6,33300,거부
전문직,6261,874,25,13,15600,거부
기타,5256,785,36,11,15000,거부
중소기업,3493,771,29,8,15000,거부
중소기업,3706,885,17,13,15000,거부
중소기업,3899,720,54,2,22500,거부
기타,10858,911,22,6,38100,승인
대기업,7658,891,46,2,38200,승인
기타,4928,738,44,1,16000,거부
중소기업,4977,726,42,3,18100,거부
중소기업,3843,752,32,11,15000,거부
중소기업,4264,845,5,12,19000,거부
중소기업,9265,941,27,12,23900,승인
대기업,10794,897,26,13,45700,승인
대기업,11140,704,43,4,31900,승인
중소기업,3352,967,48,5,17800,거부
기타,3706,706,36,10,29300,승인
중소기업,3485,98,11,19,15000,거부
기타,2937,722,30,2,15000,거부
전문직,8844,964,31,3,22600,승인
중소기업,4940,711,40,1,18600,거부
중소기업,4654,622,39,6,36800,승인
중소기업,8761,881,58,4,38800,승인
대기업,7735,601,24,6,21600,승인
중소기업,4313,892,25,5,16400,거부
중소기업,9042,721,47,4,27300,승인
대기업,9318,604,31,3,24100,승인
대기업,10813,742,25,3,33400,승인
기타,5921,834,45,2,17900,거부
중소기업,4865,927,33,2,23400,승인
대기업,8240,971,39,9,40000,승인
대기업,10815,789,44,1,32000,승인
중소기업,3900,966,18,11,15000,거부
중소기업,3709,782,22,2,15000,거부
중소기업,3860,883,28,2,15000,거부
중소기업,4808,804,20,3,21900,거부
중소기업,4412,936,36,1,17200,거부
중소기업,11778,782,10,14,39800,승인
대기업,8548,904,22,16,21800,승인
대기업,14618,849,3,8,31300,승인
기타,3445,994,9,13,15000,거부
대기업,7090,939,24,6,25900,승인
전문직,12371,954,37,12,37400,승인
기타,2284,284,22,8,15000,거부
기타,4705,754,5,3,33300,승인
중소기업,3693,861,43,1,15000,거부
대기업,11458,9,7,4,30700,거부
기타,2270,970,60,21,23100,거부
대기업,5876,708,95,9,17100,거부
기타,10623,666,22,5,31400,승인
전문직,11546,889,89,8,35200,거부
중소기업,4048,805,0,9,15900,거부
중소기업,11612,958,28,7,30400,승인
대기업,9873,905,39,13,23400,승인
기타,4065,766,77,9,19900,거부
기타,10070,972,43,27,30700,승인
중소기업,4331,913,49,11,17200,거부
전문직,16609,895,30,4,100100,승인
기타,3967,868,20,30,15600,거부
대기업,5770,990,51,12,15800,거부
중소기업,4769,901,34,1,18800,거부
중소기업,3639,741,88,1,16900,거부
대기업,14296,719,21,5,34400,승인
대기업,12790,645,56,6,36300,승인
중소기업,3566,661,15,8,15000,거부
중소기업,3872,43,27,2,15000,거부
기타,9146,836,33,11,29400,승인
대기업,9695,763,1,8,34500,승인
중소기업,5743,946,36,6,19500,거부
중소기업,4992,768,40,2,32100,승인
대기업,7898,607,28,3,51200,승인
중소기업,4461,749,35,11,16500,거부
중소기업,5490,984,32,7,15000,거부
대기업,13704,847,44,11,37700,승인
중소기업,11403,867,48,6,37600,승인
대기업,8081,701,18,3,21900,승인
중소기업,11582,862,32,7,45500,승인
대기업,13700,760,51,13,36000,승인
중소기업,3265,964,55,4,25600,승인
전문직,11717,605,52,11,40800,승인
중소기업,9187,969,35,2,23300,승인
기타,3380,721,55,11,15000,거부
기타,4050,998,40,3,18100,거부
중소기업,10755,705,54,2,34900,승인
대기업,13474,59,9,12,35800,거부
대기업,14870,916,24,3,36600,승인
기타,3727,888,55,5,15000,거부
중소기업,10551,776,62,13,35500,거부
대기업,6529,705,41,1,16200,거부
전문직,10606,999,43,9,45900,승인
중소기업,4018,822,18,5,18000,거부
기타,10920,838,26,4,39200,승인
대기업,9059,623,47,13,27700,승인
중소기업,3397,969,24,2,15000,거부
중소기업,3087,784,34,5,15000,거부
대기업,9454,107,45,3,59800,거부
대기업,6850,934,41,1,21100,승인
중소기업,6597,138,25,12,17700,거부
기타,10950,974,53,6,38700,승인
전문직,10156,968,90,3,39400,거부
중소기업,6314,760,32,1,17400,거부
기타,2434,922,44,1,15000,거부
중소기업,3969,962,51,9,15000,거부
중소기업,8330,820,40,6,21700,승인
대기업,6536,917,37,9,19200,거부
기타,2651,707,28,2,15000,거부
중소기업,4349,966,27,1,15300,거부
기타,2580,425,23,11,15000,거부
대기업,13955,612,34,15,38100,승인
중소기업,3473,993,40,5,15000,거부
대기업,10621,741,23,4,34400,승인
중소기업,3625,763,10,3,16700,거부
중소기업,3197,706,53,2,17100,거부
대기업,7549,724,3,5,57400,승인
기타,4637,70,25,8,19700,거부
중소기업,4103,529,18,2,22900,거부
중소기업,6928,907,42,30,19300,거부
중소기업,6616,849,25,1,26200,승인
중소기업,3412,992,26,4,15000,거부
중소기업,4465,703,22,2,37000,승인
전문직,15246,981,49,6,51400,승인
대기업,9588,781,26,20,36400,승인
중소기업,3819,766,21,7,15000,거부
중소기업,9382,880,47,2,23200,승인
기타,5235,662,29,7,34800,승인
기타,2193,862,21,1,15000,거부
중소기업,6969,730,56,7,26300,승인
중소기업,8494,919,41,5,20700,승인
대기업,7167,778,2,5,25000,승인
중소기업,3284,995,50,11,15000,거부
중소기업,4518,434,17,10,15600,거부
대기업,7170,924,53,4,45700,승인
전문직,18641,683,35,22,73500,승인
전문직,16313,714,34,10,70500,승인
전문직,12331,845,26,8,33300,승인
중소기업,10905,909,45,23,56100,승인
전문직,15083,831,2,2,51400,승인
기타,4803,983,27,5,25400,승인
중소기업,4240,797,25,5,19600,거부
중소기업,3416,844,6,3,15000,거부
중소기업,3582,991,59,9,15000,거부
기타,2450,33,93,14,17200,거부
대기업,8236,848,15,19,24000,승인
중소기업,7185,993,18,3,53600,승인
기타,3331,959,27,1,24500,승인
중소기업,5009,956,30,5,23300,승인
중소기업,6951,791,50,8,19900,거부
중소기업,4687,740,33,3,25900,승인
중소기업,4389,673,33,10,19600,거부
중소기업,6594,725,12,1,16100,거부
대기업,7524,658,24,5,25500,승인
중소기업,4578,777,9,4,33300,승인
대기업,8691,895,22,2,21300,승인
전문직,6080,986,55,15,28300,승인
중소기업,4381,920,22,6,20300,거부
중소기업,3559,956,41,1,15000,거부
기타,3053,991,7,3,15000,거부
중소기업,3252,707,48,15,15000,거부
대기업,7877,784,25,10,25400,승인
중소기업,3152,863,39,6,18800,거부
중소기업,7007,649,37,6,32600,승인
전문직,15299,844,40,5,86600,승인
중소기업,9273,926,28,15,23800,승인
중소기업,3822,99,50,9,15000,거부
중소기업,5265,638,16,7,16100,거부
대기업,10168,888,23,3,39700,승인
전문직,17957,771,26,5,55500,승인
대기업,14677,833,59,8,31400,승인
중소기업,4754,959,37,4,17100,거부
대기업,10202,733,3,2,57200,승인
대기업,10016,954,23,4,43300,승인
중소기업,4393,925,27,9,19100,거부
중소기업,4170,719,38,10,31000,승인
대기업,9558,748,43,12,27700,승인
기타,3734,840,32,3,15000,거부
중소기업,4312,643,35,1,16300,거부
전문직,13803,880,36,2,69700,승인
기타,2762,982,32,2,24900,승인
중소기업,3872,962,24,4,15000,거부
대기업,6187,570,6,4,19500,거부
중소기업,8083,681,68,4,26700,거부
중소기업,7343,934,48,6,55800,승인
대기업,8244,707,20,2,26900,승인
대기업,14282,907,27,2,48400,승인
중소기업,5528,877,44,8,18500,거부
중소기업,6641,909,45,2,19800,거부
대기업,13926,914,97,10,45300,거부
대기업,14227,713,3,5,41000,승인
전문직,19379,719,24,11,50800,승인
대기업,12332,843,5,3,38600,승인
대기업,9669,760,22,12,22000,승인
대기업,7635,866,25,3,52000,승인
대기업,14387,892,58,13,37100,승인
중소기업,10263,996,25,4,48000,승인
대기업,8041,974,32,1,29400,승인
대기업,5949,935,45,3,17100,거부
전문직,10804,789,36,6,30400,승인
중소기업,7441,998,35,7,21200,승인
중소기업,6773,685,29,1,18400,거부
대기업,7836,866,42,8,57000,승인
중소기업,4231,609,44,7,17800,거부
대기업,8718,997,10,10,38200,승인
기타,2447,932,36,9,19000,거부
대기업,12451,697,58,13,48100,승인
기타,2691,866,56,8,15000,거부
기타,5952,707,21,8,15800,거부
전문직,11354,940,91,6,32900,거부
대기업,5160,968,2,6,28000,승인
중소기업,5962,784,56,3,28300,승인
기타,6052,644,51,8,23500,승인
중소기업,4492,633,22,6,29100,승인
기타,2152,973,23,12,15000,거부
대기업,8526,850,13,9,26800,승인
대기업,11681,766,43,5,35500,승인
전문직,17669,784,22,10,50400,승인
중소기업,4726,969,37,9,19600,거부
대기업,6533,855,28,2,16200,거부
전문직,10625,216,22,15,51800,거부
기타,11265,810,22,10,33100,승인
전문직,10887,763,36,1,79300,승인
대기업,8796,911,34,10,27900,승인
중소기업,6510,296,73,9,15300,거부
대기업,7205,851,6,11,34300,승인
대기업,11167,894,22,1,31700,승인
중소기업,4706,925,27,9,19400,거부
중소기업,10172,949,43,3,34100,승인
전문직,13835,748,45,14,36500,승인
대기업,5412,655,17,3,16300,거부
대기업,5510,669,37,8,16100,거부
대기업,9979,681,93,6,21500,거부
대기업,5234,961,98,1,19400,거부
중소기업,4848,943,49,4,29300,승인
중소기업,3581,937,41,29,15000,거부
전문직,18802,669,39,2,55900,승인
중소기업,4926,745,54,7,30300,승인
기타,6214,952,47,12,17700,거부
기타,3783,873,43,13,15000,거부
중소기업,3245,625,26,2,15000,거부
대기업,8333,970,36,12,55700,승인
기타,3343,954,30,9,15000,거부
중소기업,3935,900,27,12,15000,거부
전문직,17129,940,32,3,63400,승인
전문직,15256,779,38,26,50400,승인
대기업,13050,981,43,8,38000,승인
기타,10640,841,36,29,32500,승인
대기업,8440,892,60,2,26300,거부
전문직,6069,976,30,5,26700,승인
중소기업,3369,729,49,9,15000,거부
대기업,7634,981,22,2,28300,승인
기타,5548,974,37,30,17600,거부
대기업,10696,634,38,3,38200,승인
대기업,7880,668,46,7,29300,승인
전문직,7474,769,7,1,28200,승인
기타,3487,781,32,9,21800,거부
대기업,6725,730,28,7,16400,거부
중소기업,6284,715,24,2,23500,승인
대기업,7789,974,34,2,23400,승인
중소기업,4445,742,8,10,19100,거부
전문직,7611,718,59,12,36900,승인
중소기업,10423,760,32,8,52300,승인
중소기업,3512,921,27,2,15000,거부
중소기업,11529,645,0,3,31800,승인
중소기업,6986,907,36,2,18000,거부
대기업,12325,893,24,3,33900,승인
중소기업,5202,866,44,14,17300,거부
중소기업,5818,970,17,15,16000,거부
전문직,16308,908,25,6,77600,승인
대기업,13652,919,33,5,42400,승인
중소기업,11291,792,48,14,55400,승인
중소기업,3197,932,15,1,15000,거부
기타,3901,752,26,9,15000,거부
대기업,11763,724,28,3,51000,승인
기타,3085,617,2,5,15000,거부
중소기업,4964,926,46,12,23900,승인
중소기업,4718,958,24,4,19500,거부
대기업,9750,681,25,3,26900,승인
중소기업,3779,989,27,1,15000,거부
중소기업,11570,840,36,9,75500,승인
전문직,18180,981,40,2,59400,승인
기타,3955,747,74,11,15800,거부
중소기업,3168,908,57,12,15000,거부
기타,4169,816,49,3,17500,거부
기타,2474,928,44,3,15000,거부
중소기업,4740,955,40,4,37400,승인
대기업,6978,973,80,13,15400,거부
대기업,8955,920,89,1,26700,거부
기타,7900,972,29,12,24500,승인
중소기업,4525,661,96,15,16700,거부
대기업,6565,729,45,1,26400,승인
중소기업,3272,886,45,2,15000,거부
기타,2718,987,52,11,15000,거부
중소기업,10072,792,53,11,30700,승인
중소기업,8530,932,42,8,39000,승인
대기업,5419,900,0,6,25200,승인
기타,4060,857,34,8,25900,승인
대기업,8948,821,41,10,20900,승인
중소기업,3276,977,24,20,15000,거부
중소기업,4190,731,3,7,17000,거부
기타,5040,602,36,2,24800,승인
대기업,9190,723,38,9,26600,승인
기타,4044,940,31,4,17300,거부
전문직,7267,758,52,4,28700,승인
중소기업,4281,980,31,14,17800,거부
대기업,8605,730,49,7,37700,승인
기타,2627,995,22,14,19600,거부
전문직,16574,983,82,8,93300,거부
기타,10966,605,44,1,30500,승인
대기업,8281,978,12,1,26000,승인
중소기업,10168,958,14,1,53100,승인
중소기업,4923,626,16,5,17000,거부
중소기업,10945,777,0,1,36800,승인
대기업,8245,33,50,1,44400,거부
전문직,18500,946,40,2,80800,승인
중소기업,5364,637,53,12,18000,거부
기타,5673,780,49,7,36800,승인
중소기업,4797,930,25,10,16700,거부
중소기업,4022,986,59,7,38200,승인
중소기업,4761,729,14,5,19200,거부
대기업,6872,963,31,14,15200,거부
대기업,13267,857,28,1,46300,승인
중소기업,4279,695,44,11,18900,거부
대기업,12702,925,8,14,34400,승인
대기업,5128,871,53,5,16700,거부
중소기업,4353,910,24,7,17500,거부
중소기업,4479,786,27,2,18100,거부
중소기업,4587,706,12,11,17000,거부
중소기업,3958,954,42,7,15000,거부
대기업,9974,934,31,5,36800,승인
대기업,8150,931,49,6,26500,승인
중소기업,3298,613,45,9,15000,거부
중소기업,4414,338,23,6,16200,거부
중소기업,8488,764,28,1,53800,승인
대기업,9671,794,25,6,24800,승인
중소기업,3138,454,42,5,15000,거부
대기업,13742,615,33,8,55500,승인
중소기업,3814,956,37,1,15000,거부
대기업,5901,964,41,14,15700,거부
기타,2914,828,14,4,15000,거부
중소기업,3633,961,41,7,15000,거부
중소기업,6194,724,43,9,17800,거부
기타,2663,743,34,3,15000,거부
중소기업,4030,985,30,2,15200,거부
대기업,7035,953,42,7,27500,승인
전문직,14000,993,42,8,38000,승인
대기업,10429,702,42,2,30000,승인
전문직,8176,807,30,10,20800,승인
기타,2253,776,34,2,15000,거부
대기업,8972,754,36,4,24800,승인
대기업,14255,985,27,4,36400,승인
대기업,7302,972,71,6,22400,거부
대기업,12593,803,28,3,41100,승인
중소기업,3581,982,42,12,15000,거부
기타,5317,953,55,12,15300,거부
기타,2444,949,26,10,15000,거부
중소기업,3217,979,44,5,15000,거부
기타,2963,668,44,3,28300,승인
대기업,14811,738,32,4,35800,승인
대기업,7850,884,33,6,20200,승인
중소기업,5481,715,45,1,16600,거부
중소기업,3443,786,40,10,15000,거부
전문직,13474,736,33,9,53100,승인
중소기업,7792,774,26,2,25400,승인
대기업,8448,830,15,8,28300,승인
중소기업,4177,899,60,2,15700,거부
중소기업,3042,866,40,9,15100,거부
기타,6096,713,3,3,15000,거부
중소기업,4352,708,24,12,16200,거부
중소기업,4683,760,57,7,25500,승인
중소기업,3531,737,27,3,15000,거부
전문직,15514,623,45,5,74400,승인
대기업,12623,936,46,4,78000,승인
대기업,7168,876,43,6,29400,승인
대기업,6926,915,72,5,18500,거부
중소기업,10220,905,40,10,33600,승인
대기업,9387,932,29,28,26800,승인
중소기업,6538,665,20,3,17600,거부
중소기업,3291,708,27,12,15000,거부
전문직,6197,601,63,3,16100,거부
중소기업,3477,833,54,7,15000,거부
중소기업,3357,945,28,13,15000,거부
중소기업,4014,978,24,2,18600,거부
기타,10860,914,32,11,37900,승인
중소기업,7852,609,37,8,51400,승인
중소기업,9640,693,59,2,21800,승인
중소기업,3296,955,50,3,16200,거부
대기업,9788,976,34,9,24300,승인
전문직,8051,625,37,10,26200,승인
기타,5507,913,31,13,16800,거부
기타,4514,965,13,3,16500,거부
중소기업,5936,986,46,2,16100,거부
중소기업,3443,113,10,7,16500,거부
전문직,9985,904,0,10,38100,승인
대기업,6593,951,57,27,15600,거부
중소기업,11685,685,38,5,33300,승인
중소기업,6807,854,48,10,17900,거부
중소기업,6537,656,6,5,19900,거부
대기업,7510,862,39,2,28100,승인
중소기업,10173,858,26,2,74100,승인
중소기업,3000,783,20,4,16800,거부
대기업,7782,730,38,10,51700,승인
대기업,11624,582,81,14,33400,거부
기타,3156,936,32,4,24200,승인
중소기업,3817,727,4,6,15000,거부
대기업,13982,711,27,13,71900,승인
대기업,12242,797,3,7,36500,승인
중소기업,3707,993,20,13,15000,거부
대기업,8912,784,25,8,21200,승인
중소기업,3933,735,28,2,19800,거부
기타,6618,991,28,2,18500,거부
중소기업,7727,671,22,3,22900,승인
대기업,10480,627,59,1,36400,승인
중소기업,3139,962,32,9,15000,거부
기타,9101,864,30,7,29100,승인
중소기업,6795,752,45,15,39400,승인
기타,2252,950,38,13,15000,거부
기타,2370,822,28,2,15000,거부
중소기업,3973,910,25,6,15000,거부
기타,2342,975,41,4,15000,거부
기타,3868,914,49,8,15000,거부
중소기업,4622,777,37,2,16800,거부
중소기업,5532,736,29,6,17100,거부
대기업,6913,626,38,3,35400,승인
중소기업,7663,922,34,8,22100,승인
전문직,14579,730,47,6,48400,승인
중소기업,4202,831,25,6,16200,거부
중소기업,3922,741,53,5,15000,거부
중소기업,4961,776,28,9,15800,거부
중소기업,4387,200,30,7,17600,거부
기타,5258,905,38,3,30400,승인
대기업,8106,711,42,4,55900,승인
전문직,12167,759,49,3,39900,승인
대기업,10799,713,39,8,34700,승인
대기업,7933,971,29,2,45000,승인
기타,9859,799,23,8,33900,승인
전문직,9149,878,28,6,29500,승인
중소기업,10515,733,31,6,39300,승인
기타,10746,909,24,1,38500,승인
기타,3589,933,37,9,18600,거부
대기업,9729,720,30,2,23900,승인
대기업,9242,921,24,1,26200,승인
전문직,14969,809,12,2,34300,승인
대기업,8229,969,24,4,29800,승인
중소기업,9940,408,42,14,23000,승인
중소기업,6625,908,37,2,33300,승인
기타,9596,516,21,12,25200,승인
중소기업,3373,890,44,2,29700,승인
중소기업,9009,763,0,1,22800,승인
기타,5165,944,8,5,19200,거부
중소기업,4621,747,39,5,19400,거부
기타,2506,901,38,12,21100,거부
기타,5827,701,2,2,28200,승인
대기업,14426,999,27,3,35000,승인
중소기업,5169,701,3,3,16200,거부
중소기업,4038,860,36,1,15300,거부
중소기업,6410,826,25,1,38200,승인
중소기업,6243,932,38,11,28900,승인
중소기업,10527,638,27,5,32000,승인
기타,2246,557,16,3,15000,거부
중소기업,5623,983,6,9,23400,승인
대기업,9646,935,5,5,25800,승인
전문직,9314,997,34,3,32500,승인
대기업,6738,813,29,1,19500,거부
기타,6737,912,25,25,15500,거부
중소기업,4644,910,35,11,18300,거부
중소기업,3127,721,21,14,15000,거부
대기업,5689,701,51,1,20700,거부
대기업,6455,980,19,4,17100,거부
대기업,9235,488,0,23,27100,승인
중소기업,9220,762,37,10,59100,승인
중소기업,4229,958,30,6,15000,거부
기타,2130,982,22,1,27500,승인
기타,5420,718,10,5,17400,거부
중소기업,6889,959,83,6,27000,거부
기타,5774,650,35,9,22200,승인
중소기업,4605,954,21,12,36800,승인
중소기업,4667,939,50,1,21100,거부
중소기업,3008,958,42,8,15000,거부
중소기업,3590,867,47,7,15000,거부
대기업,6197,711,3,9,21400,승인
전문직,15380,923,32,11,79400,승인
중소기업,6416,879,21,5,22900,승인
대기업,8462,990,59,2,24500,승인
대기업,7966,212,33,7,21900,거부
대기업,11418,760,30,5,45200,승인
기타,8759,967,49,1,38300,승인
전문직,17917,772,15,7,56300,승인
대기업,5964,964,6,10,16600,거부
대기업,9386,13,37,6,41300,거부
대기업,6165,743,38,12,18900,거부
중소기업,3645,245,48,28,15000,거부
중소기업,4730,625,29,7,18500,거부
기타,9060,941,19,3,51000,승인
중소기업,5633,885,59,12,16300,거부
기타,10106,709,36,10,34500,승인
대기업,7066,952,20,11,25000,승인
대기업,9973,972,1,6,38100,승인
기타,10774,738,22,8,38000,승인
대기업,14180,872,52,2,39800,승인
중소기업,6735,131,46,2,20700,거부
대기업,7913,998,47,5,26900,승인
기타,2228,637,49,8,15000,거부
중소기업,7375,737,6,8,40800,승인
중소기업,3703,992,59,3,15000,거부
전문직,6059,911,57,6,16000,거부
기타,3011,605,25,8,29000,승인
전문직,19166,46,29,3,91100,거부
대기업,5472,951,3,7,15800,거부
중소기업,4345,867,25,18,23400,승인
중소기업,3393,648,8,10,15000,거부
대기업,5076,985,0,6,19500,거부
전문직,14313,53,58,8,47100,거부
대기업,7110,987,65,7,24300,거부
대기업,14779,227,30,12,32100,거부
기타,3734,711,41,9,17300,거부
중소기업,4345,633,48,5,37600,승인
기타,2787,780,1,13,15000,거부
대기업,9512,919,40,2,21800,승인
기타,11138,924,35,12,39100,승인
중소기업,3887,968,34,5,15000,거부
대기업,7006,703,36,10,28600,승인
기타,3612,710,48,12,15000,거부
기타,2009,963,32,1,15000,거부
중소기업,3500,775,31,11,15000,거부
중소기업,11824,974,43,4,38000,승인
중소기업,11159,902,21,1,35300,승인
중소기업,8327,962,33,9,28600,승인
중소기업,4323,793,37,6,15200,거부
중소기업,7533,985,30,4,26000,승인
기타,3150,769,37,8,15000,거부
전문직,15703,729,27,7,56700,승인
대기업,6851,969,50,11,18300,거부
중소기업,11239,989,8,5,57100,승인
중소기업,3410,911,26,1,15000,거부
전문직,16194,721,44,8,101700,승인
중소기업,6099,950,23,17,15200,거부
대기업,13664,993,25,11,39300,승인
기타,3333,801,17,8,22400,거부
중소기업,3495,989,85,10,26100,거부
중소기업,4009,929,29,14,28800,승인
중소기업,4043,989,41,6,29100,승인
기타,3287,966,47,8,15000,거부
대기업,7248,994,35,5,24100,승인
대기업,9709,717,6,23,24300,승인
대기업,11041,739,37,3,46700,승인
기타,3348,774,55,6,15000,거부
전문직,8160,929,30,15,40000,승인
중소기업,9049,929,58,6,23300,승인
기타,11098,944,32,13,43000,승인
대기업,8606,607,35,2,45000,승인
대기업,7897,741,28,2,59600,승인
대기업,5016,928,1,5,16400,거부
중소기업,3727,823,39,4,15000,거부
대기업,10302,957,42,2,35200,승인
대기업,14043,929,44,7,30300,승인
중소기업,10370,891,43,1,59700,승인
대기업,5675,26,22,2,16000,거부
기타,4819,712,47,6,15600,거부
중소기업,4305,615,20,10,19700,거부
중소기업,3773,704,23,12,15000,거부
중소기업,3887,998,39,2,15000,거부
대기업,11131,995,39,4,58300,승인
중소기업,5408,963,66,6,19400,거부
대기업,14265,951,71,2,38800,거부
기타,2829,866,21,8,15000,거부
중소기업,6251,841,34,15,15800,거부
기타,2185,780,32,1,15000,거부
기타,4579,944,5,9,31100,승인
중소기업,11984,422,26,11,34600,승인
중소기업,3447,652,38,8,15000,거부
기타,5830,899,31,1,17100,거부
기타,2363,660,29,2,17200,거부
전문직,14936,441,23,12,30100,승인
전문직,10610,930,36,3,34000,승인
중소기업,4612,995,95,2,17500,거부
기타,3333,979,48,8,15000,거부
중소기업,3279,817,33,9,15000,거부
대기업,9906,713,23,7,22800,승인
기타,3953,756,39,5,15000,거부
전문직,13111,744,35,9,73000,승인
대기업,9831,735,22,12,29200,승인
중소기업,10558,976,28,10,46800,승인
기타,5132,779,34,12,22800,승인
중소기업,6135,741,49,11,32600,승인
대기업,5429,850,24,3,16700,거부
대기업,5996,934,43,4,17700,거부
중소기업,4335,989,23,1,18800,거부
전문직,11865,985,23,11,33000,승인
중소기업,4424,757,43,9,17000,거부
중소기업,4500,704,29,5,16000,거부
기타,9588,997,58,1,42300,승인
기타,3878,759,23,1,15000,거부
중소기업,5096,923,20,2,16800,거부
대기업,9870,977,29,1,21800,승인
대기업,12101,914,12,5,59400,승인
기타,4608,144,42,15,36200,거부
중소기업,6100,961,24,7,23100,승인
중소기업,5068,718,66,1,24000,거부
중소기업,7224,771,6,6,33000,승인
대기업,9720,993,46,2,35500,승인
중소기업,4553,934,21,13,16200,거부
중소기업,9114,932,21,2,20400,승인
전문직,17130,975,24,2,99800,승인
대기업,11901,238,41,6,54600,거부
중소기업,4061,639,45,6,15900,거부
중소기업,5454,676,56,6,19300,거부
중소기업,3923,742,0,6,15000,거부
중소기업,3694,433,49,14,15000,거부
대기업,9012,992,31,6,26400,승인
중소기업,9349,444,65,2,27000,거부
중소기업,3278,945,20,10,15000,거부
대기업,8771,24,40,15,54900,거부
중소기업,4794,922,29,11,15200,거부
중소기업,3267,919,32,1,19900,거부
기타,4161,641,21,11,29600,승인
중소기업,4960,916,33,9,15500,거부
중소기업,3797,570,42,4,19200,거부
전문직,8756,918,59,4,22100,승인
중소기업,5763,737,36,14,21300,거부
대기업,7990,35,24,11,34400,거부
대기업,8308,731,33,10,28000,승인
대기업,8145,758,78,8,21700,거부
중소기업,11529,731,48,11,57600,승인
중소기업,4873,617,30,11,16400,거부
기타,5535,730,38,11,23400,승인
기타,3827,745,32,6,15000,거부
중소기업,4861,984,31,2,17800,거부
중소기업,11732,970,28,15,32700,승인
중소기업,3511,768,45,8,15000,거부
전문직,18161,959,40,9,61100,승인
중소기업,6410,939,70,2,16700,거부
중소기업,9567,797,24,2,46600,승인
대기업,10403,908,23,3,62300,승인
대기업,9299,293,25,16,47200,거부
중소기업,11287,957,22,8,38100,승인
전문직,8971,666,24,2,25000,승인
기타,9414,893,37,7,45100,승인
중소기업,3998,721,81,2,29700,거부
대기업,13851,731,47,12,33400,승인
중소기업,3978,717,32,9,15000,거부
